Location,loc_type_fin,Pop_Mid2020,Density_Mid2020,CDR_Yr_Last,days_2021,CCDR_2021,CCMR_2021,ISCDR_2021,days_l12m,CCDR_l12m,CCMR_l12m,ISCDR_l12m,CDR_l12m,e0_l12m_M,e0_l12m_F,e0_l12m_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
Asturias (Principado de),Spain,"1,024.060",96.6,12.64,120,1.78,0.63,0.98,365,1.27,0.45,0.70,15.11,79.1,85.1,82.0,-1.01,-0.96,-0.99
Lazio,Italy,"5,885.980",341.7,9.70,120,2.00,0.90,1.40,365,1.00,0.45,0.70,11.30,79.1,84.7,81.8,-1.07,-0.94,-1.01
Estonia,Cntry/Terr,"1,326.539",31.3,11.62,120,2.13,1.13,1.75,365,0.83,0.44,0.69,13.05,73.8,82.0,77.8,-0.71,-0.74,-0.73
Washington,U.S.A.,"7,627.572",44.2,7.70,120,0.81,0.55,0.86,365,0.64,0.44,0.68,8.58,77.0,81.7,79.3,-0.95,-0.81,-0.88
Umbria,Italy,884.495,104.7,11.40,120,2.50,0.93,1.44,365,1.17,0.43,0.67,13.24,80.3,85.3,82.7,-1.10,-0.96,-1.03
Qatar,Cntry/Terr,"2,881.060",248.2,1.19,120,0.22,0.61,0.95,365,0.15,0.43,0.67,1.52,78.3,81.3,79.8,-0.99,-0.85,-0.92
World,Global,"7,794,798.729",59.9,7.55,120,0.53,0.60,0.94,365,0.38,0.43,0.67,8.12,69.7,74.6,72.1,-0.64,-0.56,-0.60
Greece,Cntry/Terr,"10,423.056",80.9,10.81,120,1.60,0.70,1.08,365,0.98,0.43,0.66,12.44,79.0,84.0,81.4,-1.02,-0.80,-0.91
Andalucia,Spain,"8,349.380",95.3,8.33,120,1.64,0.90,1.40,365,0.77,0.42,0.66,10.10,78.7,84.1,81.3,-0.90,-0.80,-0.85
Saudi Arabia,Cntry/Terr,"34,813.867",16.2,3.47,120,0.06,0.14,0.21,365,0.19,0.42,0.66,3.88,73.5,76.5,75.0,-0.59,-0.43,-0.51
Murcia (Region de),Spain,"1,479.460",130.8,7.65,120,1.73,1.02,1.58,365,0.72,0.42,0.65,8.96,79.6,84.8,82.1,-0.95,-0.84,-0.89
Germany,Cntry/Terr,"83,783.945",240.4,11.16,120,1.78,0.82,1.27,365,0.91,0.42,0.65,12.54,78.2,83.1,80.6,-0.91,-0.77,-0.84
Curacao,Cntry/Terr,164.100,369.6,8.77,120,1.74,1.11,1.72,365,0.65,0.41,0.64,9.97,75.1,81.0,78.0,-0.83,-0.74,-0.79
Puerto Rico,Cntry/Terr,"2,860.840",322.5,9.35,120,0.85,0.43,0.67,365,0.79,0.40,0.62,11.13,75.9,82.8,79.2,-0.87,-0.83,-0.85
El Salvador,Cntry/Terr,"6,486.201",313.0,7.02,120,0.37,0.46,0.71,365,0.33,0.40,0.62,7.52,68.1,77.5,72.7,-0.58,-0.55,-0.56
Netherlands,Cntry/Terr,"17,134.873",508.2,8.72,120,1.04,0.56,0.88,365,0.74,0.40,0.62,9.89,79.8,83.3,81.5,-0.92,-0.72,-0.82
Sicilia,Italy,"5,005.165",193.9,10.40,120,1.81,0.85,1.32,365,0.83,0.39,0.60,11.65,77.8,83.8,80.7,-0.86,-0.74,-0.80
Dominican Republic,Cntry/Terr,"10,847.904",224.5,6.13,120,0.30,0.39,0.60,365,0.29,0.38,0.59,6.65,70.4,76.9,73.6,-0.71,-0.65,-0.68
Alaska,U.S.A.,745.469,0.5,5.96,120,0.58,0.51,0.80,365,0.42,0.37,0.58,7.15,75.5,80.5,77.9,-0.78,-0.74,-0.76
Zimbabwe,Cntry/Terr,"14,862.927",38.4,8.07,120,0.25,0.85,1.32,365,0.11,0.36,0.56,7.91,59.5,62.7,61.1,-0.25,-0.20,-0.22
Morocco,Cntry/Terr,"36,910.558",82.7,5.06,120,0.13,0.19,0.30,365,0.24,0.35,0.54,5.44,75.1,77.7,76.4,-0.52,-0.37,-0.44
Antigua and Barbuda,Cntry/Terr,97.928,222.6,6.34,120,0.84,0.94,1.45,365,0.30,0.33,0.51,6.90,75.4,77.9,76.6,-0.60,-0.38,-0.49
Canada,Cntry/Terr,"37,742.157",4.2,7.71,120,0.69,0.40,0.62,365,0.56,0.33,0.51,8.59,79.9,83.8,81.8,-0.79,-0.68,-0.73
Oregon,U.S.A.,"4,244.225",17.1,8.84,120,0.73,0.44,0.69,365,0.52,0.32,0.50,9.77,76.6,81.3,78.9,-0.67,-0.57,-0.62
Mauritania,Cntry/Terr,"4,649.660",4.5,7.27,120,0.07,0.22,0.34,365,0.10,0.30,0.47,7.18,63.2,66.5,64.8,-0.28,-0.20,-0.24
Equatorial Guinea,Cntry/Terr,"1,402.985",50.0,9.43,120,0.06,0.22,0.34,365,0.08,0.30,0.47,8.97,57.8,60.1,58.9,-0.22,-0.14,-0.18
Zambia,Cntry/Terr,"18,383.956",24.7,6.58,120,0.14,0.64,0.99,365,0.07,0.30,0.47,6.40,60.7,66.8,63.7,-0.23,-0.20,-0.22
Djibouti,Cntry/Terr,988.002,42.6,7.08,120,0.25,0.53,0.83,365,0.14,0.30,0.47,7.25,64.9,69.2,67.0,-0.33,-0.24,-0.28
Basilicata,Italy,564.286,56.1,11.10,120,1.48,0.61,0.95,365,0.72,0.30,0.46,12.36,78.1,84.9,81.4,-0.69,-0.63,-0.66
Maldives,Cntry/Terr,540.542,"1,801.8",2.84,120,0.14,0.31,0.48,365,0.14,0.30,0.46,2.86,77.2,80.5,78.8,-0.56,-0.44,-0.50
Philippines,Cntry/Terr,"109,581.085",367.5,5.83,120,0.22,0.42,0.65,365,0.15,0.29,0.45,6.20,67.1,75.3,71.1,-0.32,-0.36,-0.34
Balears (Illes),Spain,"1,137.723",227.9,6.70,120,0.94,0.56,0.88,365,0.48,0.29,0.45,7.97,80.5,85.5,83.0,-0.71,-0.63,-0.67
Jamaica,Cntry/Terr,"2,961.161",273.4,7.56,120,0.48,0.53,0.83,365,0.26,0.29,0.44,7.88,72.5,76.0,74.2,-0.47,-0.30,-0.39
Gambia,Cntry/Terr,"2,416.664",238.8,7.99,120,0.06,0.25,0.39,365,0.07,0.28,0.44,7.65,60.8,63.7,62.2,-0.22,-0.15,-0.18
Channel Islands,Cntry/Terr,173.859,915.0,7.81,120,0.49,0.28,0.43,365,0.49,0.28,0.44,8.56,80.6,84.4,82.5,-0.68,-0.60,-0.64
Sardegna,Italy,"1,643.577",68.2,9.90,120,1.17,0.49,0.77,365,0.65,0.27,0.42,11.25,79.4,85.4,82.4,-0.68,-0.62,-0.65
Indonesia,Cntry/Terr,"273,523.621",151.0,6.45,120,0.26,0.43,0.66,365,0.16,0.27,0.42,6.84,69.4,73.9,71.6,-0.31,-0.25,-0.28
Cantabria,Spain,579.733,109.0,10.33,120,0.86,0.36,0.55,365,0.64,0.27,0.41,11.84,80.2,86.2,83.1,-0.62,-0.63,-0.63
Guadeloupe,Cntry/Terr,400.127,245.8,8.19,120,0.43,0.23,0.35,365,0.50,0.27,0.41,9.31,78.0,84.9,81.4,-0.66,-0.67,-0.66
Maine,U.S.A.,"1,355.887",17.0,10.99,120,0.98,0.50,0.77,365,0.52,0.26,0.41,12.29,75.5,80.7,78.1,-0.51,-0.43,-0.47
Egypt,Cntry/Terr,"102,334.403",102.8,5.83,120,0.17,0.34,0.53,365,0.13,0.25,0.40,5.90,69.6,74.3,71.9,-0.28,-0.23,-0.25
Afghanistan,Cntry/Terr,"38,928.341",59.6,6.52,120,0.03,0.13,0.20,365,0.07,0.25,0.38,6.32,63.4,66.5,64.9,-0.22,-0.16,-0.19
Kazakhstan,Cntry/Terr,"18,776.707",7.0,7.13,120,0.09,0.13,0.20,365,0.18,0.25,0.38,7.45,68.9,77.4,73.0,-0.27,-0.29,-0.28
India,Cntry/Terr,"1,380,004.385",464.1,7.24,120,0.13,0.21,0.33,365,0.15,0.24,0.38,7.59,68.3,71.0,69.6,-0.30,-0.21,-0.25
Malawi,Cntry/Terr,"19,129.955",202.9,6.77,120,0.15,0.60,0.93,365,0.06,0.23,0.36,6.46,61.2,67.5,64.3,-0.18,-0.16,-0.17
Senegal,Cntry/Terr,"16,743.930",87.0,5.81,120,0.13,0.43,0.67,365,0.07,0.22,0.35,5.61,65.8,70.0,67.8,-0.21,-0.15,-0.18
Nepal,Cntry/Terr,"29,136.808",203.3,6.39,120,0.15,0.28,0.43,365,0.11,0.21,0.33,6.48,69.2,72.3,70.7,-0.24,-0.17,-0.21
Galicia,Spain,"2,697.559",91.2,11.57,120,1.12,0.40,0.63,365,0.59,0.21,0.33,13.60,80.1,86.0,83.0,-0.52,-0.49,-0.50
Denmark,Cntry/Terr,"5,792.203",136.5,9.72,120,0.62,0.34,0.53,365,0.35,0.19,0.30,10.32,78.7,82.6,80.6,-0.41,-0.35,-0.38
Vermont,U.S.A.,634.325,26.5,9.63,120,0.53,0.29,0.45,365,0.35,0.19,0.30,10.49,76.4,81.5,78.9,-0.40,-0.34,-0.37
Kenya,Cntry/Terr,"53,771.300",94.5,5.52,120,0.06,0.22,0.34,365,0.05,0.19,0.29,5.52,64.2,69.0,66.6,-0.18,-0.14,-0.16
Syrian Arab Republic,Cntry/Terr,"17,500.657",95.3,5.52,120,0.15,0.31,0.48,365,0.09,0.19,0.29,5.12,69.1,78.2,73.5,-0.23,-0.21,-0.22
Belarus,Cntry/Terr,"9,449.321",46.6,12.55,120,0.36,0.26,0.40,365,0.26,0.19,0.29,12.92,69.5,79.4,74.3,-0.20,-0.24,-0.22
Cyprus,Cntry/Terr,"1,207.361",130.7,6.99,120,0.48,0.36,0.56,365,0.24,0.18,0.29,7.67,78.7,82.8,80.7,-0.36,-0.31,-0.33
Pakistan,Cntry/Terr,"220,892.331",286.5,6.98,120,0.11,0.24,0.37,365,0.08,0.18,0.28,7.02,66.2,68.3,67.2,-0.21,-0.13,-0.17
Calabria,Italy,"1,949.987",128.1,10.10,120,0.84,0.38,0.59,365,0.40,0.18,0.28,11.15,78.7,84.8,81.7,-0.43,-0.37,-0.40
Gabon,Cntry/Terr,"2,225.728",8.6,6.91,120,0.10,0.28,0.44,365,0.06,0.17,0.26,6.82,64.3,68.6,66.4,-0.16,-0.12,-0.14
Hawaii,U.S.A.,"1,439.609",86.5,7.98,120,0.41,0.22,0.35,365,0.30,0.16,0.25,8.72,78.6,84.9,81.6,-0.44,-0.45,-0.45
Somalia,Cntry/Terr,"15,893.219",25.3,10.94,120,0.11,0.41,0.63,365,0.04,0.16,0.24,10.59,55.8,59.3,57.5,-0.12,-0.08,-0.10
Sudan,Cntry/Terr,"43,849.269",24.8,7.24,120,0.06,0.17,0.27,365,0.05,0.15,0.23,7.17,63.5,67.3,65.4,-0.16,-0.11,-0.13
Cameroon,Cntry/Terr,"26,545.864",56.2,9.36,120,0.08,0.28,0.44,365,0.04,0.15,0.23,8.99,58.2,60.8,59.4,-0.10,-0.07,-0.09
Yemen,Cntry/Terr,"29,825.968",56.5,6.01,120,0.06,0.22,0.34,365,0.04,0.14,0.22,6.02,64.4,67.8,66.1,-0.13,-0.10,-0.11
Canarias,Spain,"2,136.113",286.8,7.05,120,0.45,0.27,0.42,365,0.23,0.14,0.21,8.19,79.8,84.9,82.3,-0.32,-0.29,-0.31
Reunion,Cntry/Terr,895.308,358.1,6.21,120,0.36,0.30,0.46,365,0.17,0.14,0.21,6.55,77.3,83.5,80.3,-0.32,-0.30,-0.31
United States Virgin Islands,Cntry/Terr,104.423,298.4,8.47,120,0.12,0.07,0.11,365,0.22,0.13,0.21,9.53,77.9,83.0,80.4,-0.25,-0.25,-0.25
Guinea-Bissau,Cntry/Terr,"1,967.998",70.0,9.72,120,0.03,0.13,0.20,365,0.03,0.13,0.20,9.39,56.5,60.5,58.4,-0.08,-0.06,-0.07
Bangladesh,Cntry/Terr,"164,689.383","1,265.2",5.55,120,0.07,0.12,0.19,365,0.07,0.12,0.18,5.70,71.0,74.7,72.8,-0.17,-0.15,-0.16
Trinidad and Tobago,Cntry/Terr,"1,399.491",272.8,8.32,120,0.08,0.08,0.13,365,0.11,0.11,0.17,8.91,70.8,76.2,73.4,-0.16,-0.13,-0.15
Myanmar,Cntry/Terr,"54,409.794",83.3,8.19,120,0.03,0.05,0.08,365,0.06,0.10,0.16,8.48,64.1,70.2,67.1,-0.09,-0.08,-0.09
Mozambique,Cntry/Terr,"31,255.435",39.7,8.62,120,0.06,0.24,0.37,365,0.03,0.10,0.15,8.18,58.0,63.8,60.8,-0.07,-0.06,-0.06
Venezuela (Bolivarian Republic of),Cntry/Terr,"28,435.943",32.2,6.95,120,0.12,0.15,0.24,365,0.07,0.10,0.15,7.37,68.4,76.0,72.1,-0.13,-0.13,-0.13
Algeria,Cntry/Terr,"43,851.043",18.4,4.72,120,0.03,0.05,0.08,365,0.06,0.10,0.15,4.93,75.7,78.2,76.9,-0.19,-0.13,-0.16
Ethiopia,Cntry/Terr,"114,963.583",115.0,6.66,120,0.05,0.14,0.21,365,0.03,0.09,0.15,6.41,64.9,68.8,66.8,-0.10,-0.07,-0.09
Mali,Cntry/Terr,"20,250.834",16.6,9.82,120,0.03,0.13,0.21,365,0.02,0.09,0.15,9.25,58.7,60.4,59.5,-0.07,-0.04,-0.06
Congo,Cntry/Terr,"5,518.092",16.2,6.75,120,0.02,0.07,0.11,365,0.02,0.09,0.13,6.69,63.1,66.1,64.6,-0.07,-0.05,-0.06
Rwanda,Cntry/Terr,"12,952.209",525.0,5.32,120,0.06,0.18,0.28,365,0.03,0.08,0.13,5.27,66.9,71.3,69.0,-0.09,-0.07,-0.08
Barbados,Cntry/Terr,287.371,668.3,8.98,120,0.39,0.24,0.37,365,0.13,0.08,0.12,9.34,77.8,80.5,79.1,-0.20,-0.14,-0.17
Angola,Cntry/Terr,"32,866.268",26.4,8.33,120,0.02,0.07,0.12,365,0.02,0.08,0.12,7.88,58.6,64.2,61.3,-0.05,-0.04,-0.05
Ghana,Cntry/Terr,"31,072.945",136.6,7.35,120,0.04,0.13,0.21,365,0.02,0.08,0.12,7.25,63.1,65.4,64.2,-0.06,-0.04,-0.05
Madagascar,Cntry/Terr,"27,691.019",47.6,6.13,120,0.04,0.13,0.20,365,0.02,0.07,0.11,5.94,65.6,68.9,67.2,-0.08,-0.05,-0.07
Martinique,Cntry/Terr,375.265,354.0,9.07,120,0.23,0.11,0.17,365,0.15,0.07,0.11,9.96,79.2,85.6,82.3,-0.17,-0.18,-0.17
Central African Republic,Cntry/Terr,"4,829.764",7.8,12.39,120,0.02,0.06,0.09,365,0.02,0.07,0.11,11.83,51.3,55.7,53.4,-0.03,-0.03,-0.03
