"","LocID","Location","Loc_type","Mid_2020_pop","PopDensity","CDR_year","Days_Est","CCDR_Est","CCMR_Est","ISCDR_Est","Days_Proj","CCDR_Proj","CCMR_Proj","ISCDR_Proj","2020_e0_M","2020_e0_F","Diff_e0_M","Diff_e0_F"
"301","US34","New Jersey","U.S.A.",9008.04331331708,468.807550082077,8.31,108,5.65627214171133,4.64843784363691,5.3681444250446,200,3.25416482874411,2.67433789612352,3.08839927534208,75.4047495902421,80.5304101903562,-2.22758778859179,-1.9339818712961
"303","US36","New York","U.S.A.",19779.5400934753,161.716855600784,7.83,110,5.38835582103132,4.40874452327965,5.09133995767765,202,3.04493137652021,2.49135821313048,2.877089282997,75.8658311733494,81.1125288248867,-2.18510406192371,-1.98769325567881
"28","BR13","Amazonas","Brazil",4192.17293057506,2.68872451783482,NA,99,2.48953123532378,3.6690251089556,4.23709154484009,191,1.95381380210926,2.87949466005819,3.32531997335327,NA,NA,NA,NA
"35","BR23","Ceara","Brazil",9236.90534725089,62.0366031479368,NA,98,2.48496955511837,3.66230218900376,4.22932773117333,190,1.64662040514643,2.42675871090854,2.80248799340719,NA,NA,NA,NA
"292","US25","Massachusetts","U.S.A.",6985.56101543013,344.111220791325,8.57,103,4.09638030501761,3.34902438245876,3.86754586654179,195,2.72823704157254,2.23048928395683,2.57583063763771,75.5856725134979,81.0859535432728,-1.79671248777728,-1.61002036811554
"30","BR15","Para","Brazil",8701.61749824931,6.9843658846632,NA,92,2.24935691349324,3.3150606337085,3.82832359130865,184,1.4973216261494,2.20672493061123,2.54838690595448,NA,NA,NA,NA
"277","US09","Connecticut","U.S.A.",3613.79366520339,287.960864505912,8.73,104,4.20890532048662,3.22653508542589,3.72609184282183,196,2.37653001391141,1.82184128355881,2.10391263874587,76.2353999382263,81.5749624857678,-1.52605136976345,-1.38355310895859
"279","US11","District of Columbia","U.S.A.",712.330350669185,4477.24921853667,7.15,97,2.9186330834871,3.21335083210233,3.71086630289681,189,1.70138934510772,1.87319224837263,2.1632141513741,73.5063324151175,79.7233348456343,-1.39328928916169,-1.44338188184504
"44","BR33","Rio de Janeiro","Brazil",17463.1277039773,399.153308926044,NA,105,2.01201071168927,2.96526418947117,3.42436899512029,197,2.03641752933534,3.00123450609244,3.46590851035805,NA,NA,NA,NA
"31","BR16","Amapa","Brazil",855.439166883578,6.00431383165886,NA,89,2.0046474360434,2.95441232995421,3.41183696799055,181,2.15144096136978,3.17075391370804,3.66167420488578,NA,NA,NA,NA
"116","ES08","Castilla-La Mancha","Spain",2021.01225105443,25.4340148129828,9.54,113,4.84956315507689,2.89044021507468,3.33796020263401,205,2.6532148810722,1.58137109390095,1.82621102125123,73.7676313744808,85.0236095586771,-0.956950339194137,-1.3838619632001
"29","BR14","Roraima","Brazil",612.714545370292,2.73968048129473,NA,89,1.8994126410132,2.79931923458623,3.23273117734258,181,1.64057967873884,2.41785600000807,2.79220689694087,NA,NA,NA,NA
"38","BR26","Pernambuco","Brazil",9666.77685231734,98.5723027126215,NA,99,1.84680653535382,2.72178932863044,3.14319750034602,191,2.04838143583963,3.01886669031355,3.48627064374819,NA,NA,NA,NA
"121","ES13","Madrid (Comunidad de)","Spain",6611.80904865973,823.593553644709,7.06,120,3.88641744050501,2.68796312786723,3.10413406932778,212,2.33764838951744,1.61678789608472,1.86711132272692,74.9658862390219,85.9613180358956,-1.1301717403805,-1.68233937874007
"161","IT03","Lombardia","Italy",10073.6857528222,422224.806677475,9.9,131,4.61614134021212,2.68145660941356,3.09662016208875,223,3.0165745141986,1.75228899479812,2.02359173445092,78.7205721266798,84.4426770860953,-1.81484499610728,-1.65930514697286
"310","US44","Rhode Island","U.S.A.",1070.32925478766,395.466194268486,9.59,95,3.41950851443942,2.6222001979244,3.02818922126868,187,2.43944061539886,1.87064943324826,2.16027763822862,75.7886620195142,80.7716223731271,-1.44849619152062,-1.30077981875746
"27","BR12","Acre","Brazil",892.058753487182,5.43527423872837,NA,86,1.74133383810305,2.56634561736807,2.96368680877818,178,1.87349919300319,2.76112847398869,3.18862743206598,NA,NA,NA,NA
"43","BR32","Espirito Santo","Brazil",4064.78018187425,88.2220069157693,NA,91,1.63064655003399,2.4032167385634,2.77530107344609,NA,NA,NA,NA,NA,NA,NA,NA
"289","US22","Louisiana","U.S.A.",4713.2339038201,41.7705834104667,9.78,109,2.29470213246626,2.15101474158613,2.48405124079276,201,1.64497982768715,1.54197610613799,1.78071660117979,72.6280312541183,78.2927172145475,-1.07036248576397,-0.979645674874348
"160","IT02","Valle d'Aosta/Vallee d'Aoste","Italy",125.953172862441,38701.2513771639,11.7,113,3.75445052320096,2.06056480587028,2.37959715654092,205,3.04158771345267,1.66932246345454,1.92777969228132,76.6189786461487,83.9233773652194,-1.43502763064798,-1.33094757791208
"124","ES17","Rioja, La","Spain",315.741054775275,62.584946437121,10,115,3.68920913195072,2.05959531655494,2.3784775634995,207,2.58788456438066,1.4447527201487,1.66844034945002,NA,NA,NA,NA
"14","BEL","Belgium","Cntry/Terr",11589.616,382.748,9.782,109,2.82394677404293,1.98627897834911,2.29380983093143,201,1.55055847115546,1.09061605702572,1.25947354860319,78.5474169240075,83.1573830879415,-0.953752140061638,-0.842242760836228
"26","BR11","Rondonia","Brazil",1797.62580934679,7.56050720175407,NA,84,1.25554494615325,1.85039892952355,2.13689179715021,176,1.54623792777113,2.27881687159226,2.63164067078597,NA,NA,NA,NA
"39","BR27","Alagoas","Brazil",3375.66660282415,121.238043228151,NA,93,1.22646265741835,1.80753799005019,2.08739480030404,185,1.75323815560745,2.5838899804228,2.98394752385952,NA,NA,NA,NA
"293","US26","Michigan","U.S.A.",10114.527506748,68.7428043123974,9.8,105,2.13425971277715,1.73654382469286,2.00540877708652,197,1.18184634165724,0.961611163840126,1.11049513446656,74.8309657064755,79.8282592819185,-0.72719770305099,-0.667013174979573
"40","BR28","Sergipe","Brazil",2325.08278774056,106.045054715501,NA,91,1.16935928354587,1.72338009334602,1.9902069365071,183,2.58018360362547,3.80262689340637,4.39137857598908,NA,NA,NA,NA
"115","ES07","Castilla y Leon","Spain",2401.52100308183,25.4873599410111,11.91,111,3.82244238709366,1.71598684187315,1.98166900548337,203,1.45816678897678,0.654606340592381,0.755957484224524,74.6739878931412,86.3656546602987,-0.423762341564625,-0.668388802917946
"291","US24","Maryland","U.S.A.",6109.60504574627,241.330883491911,8.25,103,1.85533102728421,1.66597762803682,1.92391698394697,195,1.07995922426745,0.969739566882126,1.11988203882931,75.5869366607704,81.0345818031514,-0.80434177946492,-0.76792172238126
"123","ES15","Navarra (C. Foral de)","Spain",651.019466091349,62.6522438736742,8.51,109,2.72329403886656,1.665147206449,1.92295799015872,201,1.37907119205748,0.843227543620136,0.973782459740694,74.9635850619106,86.4583375753079,-0.532744216046339,-0.831307261002877
"229","PER","Peru","Cntry/Terr",32971.846,25.759,5.6705,104,1.03286895595249,1.65758545346134,1.91422546893123,196,2.05073862880174,3.29109951496054,3.80065262950353,72.1395961299972,77.691619371736,-2.14557079755504,-1.96590251668971
"36","BR24","Rio Grande do Norte","Brazil",3547.10825156365,67.1678656385944,NA,95,1.12306159556182,1.65514741673211,1.91140995677073,187,1.79064666009195,2.6390219427355,3.04761543684146,NA,NA,NA,NA
"33","BR21","Maranhao","Brazil",7156.39717615946,21.7095916934546,NA,94,1.1142656651505,1.64218413710828,1.89643960337808,186,1.10010924088488,1.62132066074509,1.8723458845647,NA,NA,NA,NA
"45","BR35","Sao Paulo","Brazil",46446.1548892569,187.117283067951,NA,107,1.08723183734284,1.60234218147819,1.85042901246714,199,1.46172263614704,2.15425979728859,2.48779872075573,NA,NA,NA,NA
"284","US17","Illinois","U.S.A.",12887.4028923922,89.5041822807968,8.57,106,1.8548301466029,1.60086554809751,1.84872375545027,198,1.23635735456431,1.067074469155,1.23228707264376,75.793865243208,80.8751616106387,-0.870987169265518,-0.80144851031551
"218","MYT","Mayotte","Cntry/Terr",272.813,727.501,2.7485,92,0.51038304785616,1.5671501304214,1.80978825980117,NA,NA,NA,NA,NA,NA,NA,NA
"278","US10","Delaware","U.S.A.",979.25385992131,193.432861219024,9.54,97,1.96124496377809,1.55017653904612,1.79018668762162,189,1.13770874332929,0.899249932950371,1.03847866243865,75.2058423357571,80.7299739573371,-0.687242692603803,-0.656113810622742
"107","ECU","Ecuador","Cntry/Terr",17643.06,71.038,5.1535,109,0.861571195335615,1.54232757161223,1.78112248321792,201,2.09097067823429,3.74311693094293,4.32265482750011,71.7789061518857,77.5591296857648,-2.71846320056069,-2.43789263413437
"117","ES09","Catalunia","Spain",7623.4136386339,237.393380831249,8.41,116,2.34669512035198,1.52814868224481,1.76474831011475,208,1.33145978966024,0.867035732671597,1.00127681410793,73.7087729484721,85.760364459142,-0.525312825475027,-0.833660692808735
"133","GBR","United Kingdom","Cntry/Terr",67886.004,280.602,9.421,118,2.00189663117989,1.49206392820039,1.72307663937965,210,1.23037214002799,0.917027312902012,1.05900847186913,78.9202503002776,82.3695650763108,-0.864417091044203,-0.714850904853222
"159","IT01","Piemonte","Italy",4369.05187057845,172347.801948834,12.3,119,2.87918937648753,1.47311620170067,1.70119528142711,211,1.89732760180643,0.970753800698127,1.12105330405608,78.8143633669712,84.5316992174881,-0.937160046727158,-0.837388596546319
"251","STP","Sao Tome and Principe","Cntry/Terr",219.161,228.293,4.744,63,0.344604238545223,1.45915096409523,1.68506783928034,155,0.111941356353872,0.473991088256579,0.547378001714789,67.9405302284026,72.6294893466389,-0.15965458992666,-0.343691210425618
"166","IT08","Emilia-Romagna","Italy",4468.69746651031,164493.194312252,11.2,127,2.74729951752317,1.45293611215689,1.67789075658988,219,1.72674350094812,0.913205121231772,1.05459449934842,79.8466934911578,85.1483849489102,-0.988063284167055,-0.886213318310894
"180","IT22","Trento (Provincia autonoma di)","Italy",541.865777301097,87334.4346726477,9.3,112,2.44245382952415,1.42391024336069,1.64437088152611,204,1.57809349717944,0.920002445267297,1.06244423690627,80.0348998946679,85.7328444213647,-1.00438967154975,-0.898173089024425
"53","BRA","Brazil","Cntry/Terr",212559.409,25.431,6.631,107,0.959001994573017,1.41335940987673,1.63218648757449,199,1.4394640739199,2.12145553978748,2.44991545804558,71.0382546798518,78.2298443154393,-1.41060594030053,-1.47429883696439
"37","BR25","Paraiba","Brazil",4064.25117834442,71.9753796076037,NA,92,0.956328902670946,1.40941985645073,1.62763698245636,184,1.55398869862261,2.29023981437937,2.64483220065104,NA,NA,NA,NA
"165","IT07","Liguria","Italy",1557.70196540183,192215.632047926,14.3,121,3.0253721211412,1.34894452654502,1.55779840097884,213,2.15005467423333,0.958660412156362,1.10708752491391,79.0229087653286,84.5742893218632,-0.944838722837929,-0.867152620522376
"309","US42","Pennsylvania","U.S.A.",12966.1696321074,111.697691663852,10.59,104,1.80464748252814,1.34649249092996,1.55496672251829,196,1.17135502819985,0.873977197737598,1.00929300970936,74.8726215716215,80.315938866606,-0.65967511443273,-0.634494283322638
"204","MEX","Mexico (Country)","Cntry/Terr",128932.753,66.325,6.1355,105,0.750738642802423,1.32396832362031,1.52895519192687,197,1.27035560692517,2.24034102870207,2.58720770460303,70.9181393398366,76.711958785194,-1.43875703219858,-1.28704061100005
"34","BR22","Piaui","Brazil",3310.8004529819,13.1508034776454,NA,85,0.862268820045859,1.27079584563088,1.46755014556802,177,1.51836705857474,2.23774129983841,2.58420546589929,NA,NA,NA,NA
"255","SWE","Sweden","Cntry/Terr",10099.27,24.612,9.1355,109,1.77311207787087,1.2482812171041,1.44154963062655,201,1.03742361815156,0.730352261924577,0.843430966498982,80.5213054153377,84.0889728113818,-0.697678305765407,-0.586227719316085
"61","CHL","Chile","Cntry/Terr",19116.209,25.71,6.3585,103,1.05730838971994,1.20960518449859,1.39688547983053,195,2.48841948206202,2.84685635333584,3.28762835518648,75.7145919985043,80.5642116068622,-2.26884519733319,-1.99428255007381
"295","US28","Mississippi","U.S.A.",3019.79792102733,24.8529947478267,10.82,100,1.30047774808189,1.20676913231382,1.39361032842765,192,1.2447322002746,1.15504044533168,1.33387261180567,71.5798660267318,77.6399384168893,-0.684719975847301,-0.671422355301658
"285","US18","Indiana","U.S.A.",6767.58715110057,72.8452627357881,9.84,106,1.34693081811748,1.18642535296813,1.37011677008559,198,0.813091246123743,0.716200160915411,0.827087729331894,74.1044781095145,79.4398685107292,-0.50477820358077,-0.497209079970233
"127","ESP","Spain","Cntry/Terr",46754.783,93.735,9.2625,120,1.84970915168187,1.17517878090526,1.35712891800474,212,1.06082880454601,0.673978122529165,0.778328553109413,80.2287232245445,85.7045591475658,-0.695140596247867,-0.664263091888884
"110","ES02","Aragon","Spain",1315.01689027948,27.556933995798,10.26,116,2.18819793315944,1.17400750419656,1.35577629530751,208,1.12942390191301,0.605956214550641,0.699774974815223,73.970868821144,86.1154968732322,-0.371124202744269,-0.607048073939367
"179","IT21","Bolzano (Provincia autonoma di)","Italy",531.191195649401,71779.7494418252,8.3,112,1.79636690805412,1.16600819266588,1.3465384693879,204,1.05937712906629,0.687633693359563,0.794098383510469,79.7464605639737,85.8427102455089,-0.729748286354265,-0.65639294300874
"154","IRL","Ireland","Cntry/Terr",4937.796,71.677,6.2745,113,1.13872595388246,1.15451742264823,1.33326861076344,205,0.647254542234889,0.656230450663392,0.757833051397116,80.1866934864062,83.4808250094305,-0.635677651227937,-0.521060574691035
"52","BR53","Distrito Federal","Brazil",3049.88033529658,529.42114557979,NA,95,0.74150277657441,1.092813083447,1.26201073540267,187,1.2814844497333,1.88862809033851,2.18103988805861,NA,NA,NA,NA
"50","BR51","Mato Grosso","Brazil",3524.46427064179,3.90216660909473,NA,90,0.684226920221893,1.00840098525254,1.16452931270296,182,1.95052416994659,2.87464646099452,3.31972113915335,NA,NA,NA,NA
"276","US08","Colorado","U.S.A.",5762.20440763618,21.448126771115,6.79,106,1.01268240521542,1.00754202683038,1.16353736379014,198,0.67617964197872,0.672747352449312,0.776907225823792,77.2585628651982,82.0348397083719,-0.602610933510661,-0.559331702323945
"322","USA","United States of America","Cntry/Terr",331002.647,36.185,8.9285,122,1.15482762287396,1,1.15482762287396,214,0.905085184835762,0.783740505429996,0.905085184835762,75.7564324186186,80.8407826837435,-0.699596716143176,-0.657834860449796
"169","IT11","Marche","Italy",1529.18323633264,162674.84418441,11.2,122,1.94417511869277,0.990104834635681,1.14340041257834,214,1.22315271112496,0.622911692027439,0.719355628564447,80.4818340478248,85.7211112236107,-0.6726099700725,-0.612007058697344
"281","US13","Georgia (USA)","U.S.A.",10628.5100183138,70.8522461465029,7.97,107,0.902729816377258,0.938755305918666,1.08410055839437,199,0.900819352564914,0.936768600696276,1.08180625632505,74.5473427918373,79.6611844723399,-0.708951946587391,-0.648868050125827
"181","ITA","Italy","Cntry/Terr",60461.828,205.555,10.7035,131,1.60655550213844,0.920387616856252,1.06288904369674,223,1.13347436515681,0.649361798161163,0.749900941755619,80.7606684905779,85.0191298018919,-0.702550742629199,-0.63449180047121
"189","KWT","Kuwait","Cntry/Terr",4270.563,239.65,2.969,90,0.337098410677936,0.919381614186675,1.06172728402523,182,0.818450210320855,2.23219110995786,2.57779595331303,73.8009794757312,76.0307906262971,-1.04505756133408,-0.687594545507736
"119","ES11","Extremadura","Spain",1063.07577150654,25.5338370443997,10.56,114,1.56739830081292,0.891083675507406,1.02904804276801,206,0.868362553940484,0.493673940974012,0.57010830372984,73.0033344211487,85.4492492123811,-0.272836351870879,-0.45450439373279
"32","BR17","Tocantins","Brazil",1590.92096737557,5.73373527760356,NA,78,0.589885706270911,0.869362648282056,1.00396400053098,170,1.32032311757823,1.94586780097138,2.24714188702277,NA,NA,NA,NA
"300","US33","New Hampshire","U.S.A.",1372.56699845513,59.0841859459737,9.31,91,1.08712641920818,0.827092093164361,0.955148795846851,183,1.12374681100161,0.854953099911842,0.98732345603992,75.6935828705566,81.3217166388386,-0.634671976448274,-0.614633396343848
"294","US27","Minnesota","U.S.A.",5677.1238172982,27.5312287006106,9.96,98,0.970986073347387,0.823971087026896,0.951544571748147,190,0.618451343314079,0.524812908867986,0.606068444001586,77.9753495287025,82.4939630826479,-0.455715840054339,-0.439678292381359
"222","NLD","Netherlands","Cntry/Terr",17134.873,508.152,8.9565,118,1.10999324128863,0.81158968178537,0.937246182965237,210,0.654892135122832,0.478835077347896,0.552971974122341,80.2836359059452,83.6676243146412,-0.472300618966258,-0.393085394418989
"131","FRA","France","Cntry/Terr",65273.512,119.209,9.3895,138,1.21269378930761,0.794513030658558,0.917525594537812,230,0.740902915594813,0.485412744819195,0.560568046212277,79.3446629694787,85.0525557002582,-0.53621848888119,-0.538951901195404
"60","CHI","Channel Islands","Cntry/Terr",173.859,915.047,7.8875,98,1.00961475819427,0.772655108828195,0.892283462629489,NA,NA,NA,NA,NA,NA,NA,NA
"302","US35","New Mexico","U.S.A.",2121.62429930334,6.74958578869401,8.94,94,0.912097236164711,0.754505939586274,0.871324300656704,186,0.739715871054554,0.611908463470124,0.706648796285664,74.7341559624834,80.650194530292,-0.490249793325404,-0.495828931853225
"155","IRN","Iran (Islamic Republic of)","Cntry/Terr",83992.953,51.575,4.846,134,0.351754989475218,0.724720807123598,0.836927606937845,226,0.999263786944316,2.05878318679738,2.3775396936221,74.3418233302086,77.0144476751983,-1.39103125942104,-1.02615620458359
"228","PAN","Panama","Cntry/Terr",4314.768,58.041,5.155,114,0.469513564869109,0.718071387232512,0.829248673171532,206,1.15366837482812,1.76441387918164,2.03759388586117,73.9555278901508,80.2303021186122,-1.67515171258144,-1.63407564557377
"114","ES06","Cantabria","Spain",579.732905896852,108.95187105748,10.33,107,1.27445089623183,0.706670027310622,0.816082067795405,199,0.661525481409445,0.366809134346787,0.423601320666156,NA,86.4256521321388,NA,NA
"41","BR29","Bahia","Brazil",15043.7922662952,26.6374759049738,NA,95,0.474543000157204,0.699372700431073,0.807654913141761,187,1.27007166866376,1.87180814459409,2.16161575009772,NA,NA,NA,NA
"306","US39","Ohio","U.S.A.",11827.2145731466,111.5068048666,10.61,103,0.860166912323981,0.696835453734496,0.804724830570508,195,0.653487809717252,0.529401291621372,0.611367235149516,74.1793406066576,79.4101909196751,-0.378615813842288,-0.377850343252049
"8","ARM","Armenia","Cntry/Terr",2963.234,104.083,9.797,98,0.558332344916096,0.69033809695102,0.797221503481283,190,0.529283009080797,0.654420666408383,0.755743062547989,71.1461052713638,78.2252111378876,-0.318266617613475,-0.372546058219982
"25","BOL","Bolivia (Plurinational State of)","Cntry/Terr",11673.029,10.775,6.7945,94,0.374584173044856,0.677730080150042,0.782661417409854,186,1.23625339135585,2.23673654761978,2.58304515028307,67.4601581740366,73.0912391973948,-1.42268096525231,-1.6038426866846
"103","DJI","Djibouti","Cntry/Terr",988.002,42.623,7.0525,84,0.238142953441101,0.677353733672364,0.78222680210166,176,0.195945576028232,0.557331071952677,0.643621316976909,64.9872196908822,68.9810648154745,-0.217795410016976,-0.463363830703528
"273","US04","Arizona","U.S.A.",7262.28579453694,24.6736720825327,8.23,102,0.81278088274408,0.674311712709672,0.778713792264582,194,1.07684333182998,0.89338724227216,1.03170826529909,76.288705803944,81.7397530963572,-0.81697788305074,-0.772453461385012
"163","IT05","Veneto","Italy",4914.72513808332,267217.991210868,10,129,1.16150241486451,0.66527467025024,0.768277566003345,221,0.917704308767897,0.525634233376955,0.607016932231888,80.2863760982014,85.7368635894057,-0.575680907944218,-0.533699826894676
"317","US51","Virginia","U.S.A.",8614.99030275393,84.0009897088085,8.1,103,0.727179086283641,0.658760352752491,0.760754652212773,195,0.488149131626673,0.442220218116638,0.510688123274443,76.6150298876874,81.2686200366333,-0.369344959187984,-0.365701133818035
"286","US19","Iowa","U.S.A.",3194.0371444529,22.0710712322956,9.71,98,0.83719778305351,0.65555594012146,0.757054107991373,190,0.499607068555296,0.391210282859959,0.451780440999017,76.5822018402207,81.3975371889991,-0.309234430414591,-0.31934071144218
"143","GUF","French Guiana","Cntry/Terr",298.682,3.634,3.003,73,0.251791133888399,0.635547875643404,0.733948242451871,NA,NA,NA,NA,NA,NA,NA,NA
"271","US01","Alabama","U.S.A.",4944.68561649065,37.6184494773073,10.92,98,0.717529780223223,0.618614163450985,0.714392723854267,190,0.74583086867747,0.643013783705672,0.742570079312015,72.5238176241976,78.1323502254081,-0.403687558708071,-0.40671987387104
"171","IT13","Abruzzo","Italy",1314.66244261918,121463.377850685,11.2,114,1.1331305757533,0.608982481941527,0.70326979199242,206,0.804621159603916,0.432430472959845,0.499382655146482,79.4961155177107,85.3842919964614,-0.43195410072056,-0.406684318359183
"118","ES10","Comunitat Valenciana","Spain",4976.31940197928,213.989223907946,8.81,116,0.907941498842428,0.603878427613261,0.697375489065489,208,0.500346112368183,0.332783801582511,0.384307926512492,73.293840943513,85.3422756484791,-0.193112902124966,-0.308305529989937
"201","MDA","Republic of Moldova","Cntry/Terr",4033.963,122.799,11.81,104,0.47545819563312,0.599190758326054,0.691962039085725,196,1.01196042157348,1.27531155834036,1.47276501534189,67.2606918950024,75.6483468256586,-0.461036831327121,-0.580449350244805
"140","GNQ","Equatorial Guinea","Cntry/Terr",1402.985,50.017,8.936,72,0.115943268578543,0.597802447954857,0.690358779919944,164,0.946897371302494,4.88219431336101,5.63809285330749,56.8940052617246,58.8869818582042,-1.11601266989737,-1.35194614611016
"156","IRQ","Iraq","Cntry/Terr",40222.503,92.61,4.738,120,0.147334192504131,0.581879254979805,0.671970236828001,212,0.932326337077888,3.68211441754581,4.25220743996438,67.020775827873,71.4247142674879,-1.62251518828579,-1.38797657739899
"205","MKD","North Macedonia","Cntry/Terr",2083.38,82.608,10.2455,102,0.520138937123102,0.580038718769104,0.669844734770985,194,1.19026201938107,1.32733392454702,1.53284188084461,73.2244426123627,77.3884034146221,-0.702956008107066,-0.596887232505438
"58","CAN","Canada","Cntry/Terr",37742.157,4.15,7.826,114,0.735809896386657,0.578573902071835,0.668153123986531,206,0.473253392743524,0.372123375144809,0.429738352734317,80.2710728777304,84.1200429557583,-0.377013349736458,-0.365022727740666
"19","BHR","Bahrain","Cntry/Terr",1701.583,2238.925,2.4675,109,0.171680394295766,0.568753009344674,0.656811685783924,201,0.814202525599056,2.69733849662947,3.11496100414905,74.8696087950696,77.349189413373,-1.68936639120602,-1.19692278525703
"299","US32","Nevada","U.S.A.",3070.50933943794,10.7965868031263,8.22,102,0.592486487746903,0.555351670066876,0.641335449002417,194,0.58152508332707,0.545077285120172,0.629470305457923,75.5351328679099,80.5952212849968,-0.439086015632427,-0.433840515811468
"236","QAT","Qatar","Cntry/Terr",2881.06,248.153,1.3245,96,0.149532637293218,0.545961962995821,0.630491955906067,188,0.402544977012376,1.46974098646324,1.69729748963778,78.0766050635592,81.001416053895,-1.25102183708383,-1.13756649258183
"196","LUX","Luxembourg","Cntry/Terr",625.976,241.69,7.108,111,0.579419502828707,0.525560368998438,0.606931631607229,203,0.33391849216618,0.302879563255123,0.349773686051019,80.04156961699,84.1941436230032,-0.284379122825598,-0.267413147081783
"112","ES04","Balears (Illes)","Spain",1137.72331395363,227.909317699044,6.7,113,0.637696454837151,0.513782028085976,0.593329678169892,205,0.367692167845606,0.296243810474511,0.342110535441405,NA,NA,NA,NA
"111","ES03","Asturias (Principado de)","Spain",1024.06035617517,96.5730249127851,12.64,113,1.05638823259892,0.501077277051402,0.57865788073343,205,0.609719333040166,0.289208544489115,0.333986015947204,72.8712804290597,85.7428051477316,-0.15916121754293,NA
"241","SAU","Saudi Arabia","Cntry/Terr",34813.867,16.195,3.5785,100,0.173360230278354,0.496621433177676,0.573512149144838,192,1.0652588998157,3.05162493544404,3.52410077010175,72.504811284101,75.7631909169676,-1.5835065990388,-1.1701056708376
"59","CHE","Switzerland","Cntry/Terr",8654.618,219.016,8.1105,119,0.697600077192772,0.495768874269634,0.572527590567703,211,0.441570211951136,0.31381413799575,0.362401235005874,81.6680551299903,85.4013426699996,-0.343308017321405,-0.31418677547893
"147","HND","Honduras","Cntry/Terr",9904.608,88.521,4.4775,98,0.187401950399537,0.484147279187135,0.559106651544577,190,0.964264621446375,2.49114852804023,2.87684713286268,71.4581594795327,76.1573732831816,-1.66722458021621,-1.55208259886776
"226","OMN","Oman","Cntry/Terr",5106.622,16.5,2.454,93,0.135636661826609,0.481062491243748,0.555544253216845,185,0.557258015092158,1.97642676689046,2.28243222499258,75.0267027142316,79.2112464917553,-1.30096619762551,-1.27756451916376
"167","IT09","Toscana","Italy",3740.10882758334,295717.203773152,11.6,115,0.939437904610466,0.477007104452854,0.550860980529282,207,0.808150130920038,0.410344688053869,0.473877380664208,80.6211765048397,85.7191724619269,-0.428662693263874,-0.396747207367454
"212","MRT","Mauritania","Cntry/Terr",4649.66,4.511,7.062,90,0.112825453904156,0.472647243775496,0.545826092987188,182,0.238362059245452,0.998543913846946,1.15314609436313,63.0946500116745,65.9300925829509,-0.343242600950425,-0.77621652728827
"296","US29","Missouri","U.S.A.",6200.2997784402,34.746084408954,10.12,104,0.570428374346551,0.470078718454806,0.542859888996803,196,0.499925106997463,0.411978373077875,0.475764005257005,74.6902695670434,79.8823509525706,-0.308402717589033,-0.322646386512616
"318","US53","Washington","U.S.A.",7627.57249830313,44.231811914398,7.7,127,0.503263281497266,0.463137729668026,0.534844243415771,219,0.451958945278695,0.415923925935509,0.480320438684511,77.5237765023014,82.0650795757473,-0.405203185692343,-0.398161483117903
"275","US06","California","U.S.A.",40011.0151594934,99.0443494032943,6.78,113,0.492344949519833,0.460269494840093,0.531531926607585,205,0.439670870276348,0.411027044261062,0.474665384460914,78.2590772386607,83.1368908696536,-0.421852806508497,-0.423723889149358
"298","US31","Nebraska","U.S.A.",1952.14075671848,9.80417549774942,8.79,95,0.540750480721514,0.458514833744555,0.529505595505676,187,0.499944265774938,0.423914300727905,0.489547944211885,77.1239036106438,81.4571109727347,-0.34136179414115,-0.339505976637355
"328","ZAF","South Africa","Cntry/Terr",59308.69,48.891,9.4545,97,0.16903731043965,0.453788681009486,0.524047703777297,NA,NA,NA,NA,NA,NA,NA,NA
"164","IT06","Friuli-Venezia Giulia","Italy",1218.96153598691,155147.838789596,11.9,116,0.893001502198598,0.44960140993233,0.519212127472936,208,0.726076783633327,0.365559458564131,0.422158160552709,80.4629115201791,85.5518733478673,-0.378946756562939,-0.369845743535905
"57","CAF","Central African Republic","Cntry/Terr",4829.764,7.753,11.864,40,0.0890416177684872,0.448196101379253,0.517589238337181,132,1.11530373544132,5.61394546287576,6.48313929383689,50.5859993463534,54.3095122577004,-0.73444124125114,-1.40402961052499
"6","ARE","United Arab Emirates","Cntry/Terr",9890.4,118.306,1.619,103,0.113172408431359,0.444828165159263,0.513699852558259,195,0.119367929059103,0.469179878719528,0.541821884041967,77.0803014046042,79.1619840752262,-0.341501342587549,-0.279222939718835
"311","US45","South Carolina","U.S.A.",5145.40847335931,65.9770947937923,9.84,103,0.510350379108798,0.437328576764302,0.505039120719573,195,0.499153403841223,0.42773368380785,0.493958673294944,74.0673846996466,79.5883747012403,-0.310210381932009,-0.322047495153967
"304","US37","North Carolina","U.S.A.",10501.1233400633,83.2234901312513,9.07,98,0.490792973677171,0.436510187600765,0.50409402230726,190,0.405270744281668,0.360446905525293,0.416254043080051,75.283390249373,80.2656551278152,-0.270006216838254,-0.283601678701999
"109","ES01","Andalucia","Spain",8349.37956178365,95.3136401304084,8.33,111,0.56354405838487,0.417054309422489,0.481625836759716,203,0.40947123535317,0.30303175190601,0.34994943770895,72.4302541245842,84.6484939432987,-0.156148100792933,-0.260735366631494
"105","DOM","Dominican Republic","Cntry/Terr",10847.904,224.501,6.2525,108,0.233363053360354,0.410942348068614,0.474567574958323,200,0.955607674567363,1.68278421097234,1.94332569016703,69.9415142993325,76.2029659383963,-1.20530531674845,-1.30339917142329
