LocID,Location,Loc_Type,Mid_2020_Pop,Density_2020,CDR_Last_Yr,Days_Est,CCDR_Est,CCMR_Est,ISCDR_Est,Days_Proj,CCDR_Proj,CCMR_Proj,ISCDR_Proj,CDR_2020,CCDR_2020,e0_2020_M,e0_2020_F,e0_2020_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
ALB,Albania,Cntry/Terr,2877.800,105.0,8.26,134,0.12,0.13,0.14,234,0.40,0.44,0.48,8.72,0.26,76.7,80.0,78.3,-0.36,-0.25,-0.31
NIC,Nicaragua,Cntry/Terr,6624.554,55.0,5.10,120,0.05,0.12,0.13,220,0.04,0.10,0.10,5.21,0.02,71.1,78.1,74.5,-0.07,-0.06,-0.06
FIN,Finland,Cntry/Terr,5540.718,18.2,9.90,126,0.17,0.12,0.13,226,0.10,0.07,0.07,10.14,0.06,79.2,84.8,81.9,-0.07,-0.06,-0.06
BGD,Bangladesh,Cntry/Terr,164689.383,1265.2,5.54,128,0.05,0.12,0.13,228,0.08,0.19,0.21,5.68,0.05,71.0,74.7,72.8,-0.12,-0.10,-0.11
ABW,Aruba,Cntry/Terr,106.766,593.1,9.38,101,0.10,0.12,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EST,Estonia,Cntry/Terr,1326.539,31.3,11.89,122,0.16,0.12,0.13,222,0.10,0.07,0.08,12.29,0.06,74.4,82.7,78.5,-0.05,-0.05,-0.05
MLI,Mali,Cntry/Terr,20250.834,16.6,9.23,114,0.02,0.11,0.12,214,0.01,0.06,0.07,9.23,0.01,58.8,60.4,59.6,-0.02,-0.01,-0.02
SVN,Slovenia,Cntry/Terr,2078.932,103.2,10.20,130,0.16,0.11,0.12,230,0.09,0.06,0.07,10.61,0.05,78.7,84.1,81.3,-0.06,-0.05,-0.05
IT14,Molise,Italy,306.556,68830.7,12.10,131,0.21,0.11,0.12,231,0.12,0.06,0.07,12.70,0.08,80.0,85.8,82.8,-0.07,-0.06,-0.07
NOR,Norway,Cntry/Terr,5421.242,14.8,7.95,134,0.13,0.11,0.12,234,0.07,0.06,0.07,8.06,0.05,80.6,84.4,82.5,-0.07,-0.06,-0.06
TCD,Chad,Cntry/Terr,16425.859,13.0,11.75,88,0.02,0.11,0.12,188,0.01,0.05,0.06,11.73,0.00,53.1,55.9,54.4,-0.01,-0.01,-0.01
US02,Alaska,U.S.A.,745.469,0.5,5.96,112,0.08,0.10,0.12,212,0.04,0.06,0.06,6.77,0.03,76.2,81.2,78.7,-0.05,-0.05,-0.05
TJK,Tajikistan,Cntry/Terr,9537.642,68.1,4.75,84,0.03,0.10,0.11,184,0.01,0.05,0.05,4.74,0.01,69.0,73.6,71.2,-0.02,-0.01,-0.02
IDN,Indonesia,Cntry/Terr,273523.621,151.0,6.60,137,0.04,0.10,0.11,237,0.12,0.27,0.29,6.75,0.07,69.6,74.0,71.7,-0.15,-0.11,-0.13
IT19,Sicilia,Italy,5005.165,193904.0,10.40,135,0.15,0.10,0.11,235,0.12,0.08,0.09,10.91,0.08,78.6,84.5,81.4,-0.08,-0.07,-0.08
US30,Montana,U.S.A.,1076.137,2.9,9.71,118,0.12,0.10,0.11,218,0.03,0.03,0.03,9.94,0.02,76.6,81.0,78.7,-0.03,-0.02,-0.02
SOM,Somalia,Cntry/Terr,15893.219,25.3,10.54,108,0.02,0.10,0.11,208,0.01,0.05,0.06,10.56,0.01,55.9,59.4,57.6,-0.02,-0.01,-0.01
BGR,Bulgaria,Cntry/Terr,6948.445,64.0,15.51,137,0.13,0.10,0.11,237,0.23,0.18,0.20,15.73,0.15,71.6,78.7,75.0,-0.11,-0.09,-0.10
POL,Poland,Cntry/Terr,37846.605,123.6,10.37,135,0.12,0.10,0.11,235,0.08,0.07,0.08,10.66,0.05,74.9,82.6,78.7,-0.06,-0.06,-0.06
UKR,Ukraine,Cntry/Terr,43733.759,75.5,15.19,134,0.10,0.10,0.11,234,0.15,0.15,0.16,15.07,0.10,67.1,76.9,71.9,-0.07,-0.07,-0.07
PHL,Philippines,Cntry/Terr,109581.085,367.5,6.00,175,0.04,0.10,0.11,275,0.03,0.08,0.09,6.07,0.02,67.3,75.6,71.3,-0.05,-0.05,-0.05
SSD,South Sudan,Cntry/Terr,11193.729,18.3,10.23,72,0.02,0.09,0.10,172,0.01,0.04,0.04,10.24,0.00,56.6,59.6,58.0,-0.01,-0.01,-0.01
IT18,Calabria,Italy,1949.987,128147.1,10.10,132,0.14,0.09,0.10,232,0.12,0.08,0.08,10.84,0.08,79.0,85.1,82.0,-0.08,-0.07,-0.08
ES19,Melilla,Spain,85.187,7098.9,5.78,122,0.07,0.09,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IT17,Basilicata,Italy,564.286,56076.9,11.10,124,0.15,0.09,0.09,224,0.08,0.05,0.05,11.70,0.05,78.7,85.5,82.0,-0.05,-0.04,-0.05
CZE,Czechia,Cntry/Terr,10708.982,138.6,10.68,125,0.10,0.08,0.09,225,0.05,0.04,0.05,10.94,0.03,76.9,82.0,79.4,-0.04,-0.03,-0.03
GLP,Guadeloupe,Cntry/Terr,400.127,245.8,8.49,120,0.11,0.08,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ISL,Iceland,Cntry/Terr,341.250,3.4,6.79,127,0.08,0.08,0.09,227,0.05,0.05,0.05,7.02,0.03,81.6,84.6,83.1,-0.05,-0.04,-0.05
MTQ,Martinique,Cntry/Terr,375.265,354.0,9.40,122,0.12,0.08,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEN,Kenya,Cntry/Terr,53771.300,94.5,5.43,121,0.01,0.08,0.09,221,0.21,1.08,1.19,5.59,0.13,64.0,68.9,66.4,-0.44,-0.33,-0.38
LBY,Libya,Cntry/Terr,6871.287,3.9,5.15,114,0.03,0.07,0.08,214,0.06,0.16,0.17,5.24,0.03,70.2,76.0,73.0,-0.08,-0.06,-0.07
MWI,Malawi,Cntry/Terr,19129.955,202.9,6.37,109,0.01,0.07,0.08,209,0.47,2.56,2.82,6.66,0.27,60.6,67.0,63.7,-0.79,-0.65,-0.72
BRB,Barbados,Cntry/Terr,287.371,668.3,9.14,110,0.08,0.07,0.08,210,0.04,0.04,0.04,9.24,0.03,77.9,80.6,79.2,-0.04,-0.03,-0.03
HRV,Croatia,Cntry/Terr,4105.268,73.4,13.22,123,0.09,0.07,0.08,223,0.05,0.04,0.04,13.37,0.03,75.4,81.7,78.5,-0.03,-0.02,-0.03
CRI,Costa Rica,Cntry/Terr,5094.114,99.8,5.24,128,0.04,0.06,0.07,228,0.70,0.99,1.09,5.84,0.44,77.0,82.2,79.5,-1.00,-0.86,-0.93
NGA,Nigeria,Cntry/Terr,206139.587,226.3,11.48,122,0.01,0.06,0.07,222,0.04,0.18,0.20,11.49,0.02,54.0,55.9,54.9,-0.05,-0.03,-0.04
GHA,Ghana,Cntry/Terr,31072.945,136.6,7.19,124,0.01,0.06,0.07,224,0.01,0.05,0.05,7.23,0.01,63.2,65.4,64.3,-0.02,-0.01,-0.01
GIN,Guinea,Cntry/Terr,13132.792,53.4,8.11,101,0.01,0.06,0.07,201,0.02,0.08,0.09,8.16,0.01,61.0,62.4,61.7,-0.03,-0.02,-0.02
MDG,Madagascar,Cntry/Terr,27691.019,47.6,5.85,69,0.01,0.06,0.06,169,0.12,0.51,0.57,5.97,0.05,65.5,68.9,67.2,-0.18,-0.12,-0.15
LTU,Lithuania,Cntry/Terr,2722.291,43.4,14.00,127,0.08,0.06,0.06,227,0.05,0.03,0.04,14.60,0.03,70.4,81.4,75.8,-0.02,-0.03,-0.02
CIV,Cote d'Ivoire,Cntry/Terr,26378.275,83.0,9.78,114,0.01,0.05,0.06,214,0.02,0.09,0.10,9.83,0.01,56.8,59.3,58.0,-0.02,-0.02,-0.02
MLT,Malta,Cntry/Terr,441.539,1379.8,8.60,108,0.07,0.05,0.06,208,0.04,0.03,0.03,8.88,0.02,80.8,84.3,82.6,-0.03,-0.02,-0.02
NER,Niger,Cntry/Terr,24206.636,19.1,7.89,121,0.01,0.05,0.05,221,0.00,0.03,0.03,7.90,0.00,61.5,63.9,62.7,-0.01,-0.01,-0.01
BRN,Brunei Darussalam,Cntry/Terr,437.483,83.0,4.68,120,0.02,0.05,0.05,220,0.01,0.03,0.03,4.76,0.01,74.8,77.2,76.0,-0.02,-0.01,-0.02
CYP,Cyprus,Cntry/Terr,1207.361,130.7,7.20,129,0.04,0.05,0.05,229,0.03,0.03,0.03,7.45,0.02,79.1,83.1,81.0,-0.02,-0.02,-0.02
US15,Hawaii,U.S.A.,1439.609,86.5,7.98,114,0.06,0.04,0.05,214,0.03,0.02,0.03,8.44,0.02,79.0,85.3,82.1,-0.03,-0.03,-0.03
MAR,Morocco,Cntry/Terr,36910.558,82.7,5.09,137,0.02,0.04,0.05,237,0.15,0.29,0.32,5.29,0.09,75.4,78.0,76.6,-0.21,-0.14,-0.18
BLZ,Belize,Cntry/Terr,397.621,17.4,4.81,110,0.02,0.04,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFA,Burkina Faso,Cntry/Terr,20903.278,76.4,7.76,129,0.01,0.04,0.05,229,0.00,0.02,0.03,7.78,0.00,61.1,62.7,61.8,-0.01,-0.01,-0.01
BEN,Benin,Cntry/Terr,12123.198,107.5,8.58,110,0.01,0.04,0.04,210,0.01,0.06,0.06,8.60,0.01,60.5,63.6,62.0,-0.02,-0.01,-0.02
LVA,Latvia,Cntry/Terr,1886.202,30.3,14.78,113,0.05,0.04,0.04,213,0.03,0.02,0.02,15.15,0.02,70.4,80.1,75.1,-0.01,-0.01,-0.01
GMB,Gambia,Cntry/Terr,2416.664,238.8,7.55,120,0.01,0.03,0.04,220,0.13,0.70,0.77,7.65,0.08,60.7,63.7,62.2,-0.23,-0.15,-0.19
PRY,Paraguay,Cntry/Terr,7132.530,18.0,5.60,126,0.01,0.03,0.04,226,0.13,0.29,0.32,5.76,0.08,72.1,76.3,74.2,-0.21,-0.16,-0.19
GRC,Greece,Cntry/Terr,10423.056,80.9,11.09,136,0.05,0.03,0.04,236,0.03,0.02,0.02,11.50,0.02,80.0,84.8,82.3,-0.02,-0.02,-0.02
LBN,Lebanon,Cntry/Terr,6825.442,667.2,4.59,137,0.02,0.03,0.03,237,0.02,0.03,0.03,4.67,0.01,77.3,80.9,79.1,-0.02,-0.02,-0.02
COD,Democratic Republic of the Congo,Cntry/Terr,89561.404,39.5,9.17,126,0.01,0.03,0.03,226,0.00,0.02,0.02,9.16,0.00,59.3,62.5,60.9,-0.01,0.00,-0.01
MUS,Mauritius,Cntry/Terr,1271.767,626.5,8.71,123,0.02,0.03,0.03,223,0.01,0.02,0.02,8.88,0.01,71.8,78.6,75.1,-0.01,-0.01,-0.01
TGO,Togo,Cntry/Terr,8278.737,152.2,8.23,118,0.01,0.03,0.03,218,0.00,0.02,0.02,8.26,0.00,60.4,62.2,61.3,-0.01,0.00,0.00
URY,Uruguay,Cntry/Terr,3473.727,19.8,9.48,116,0.03,0.03,0.03,216,0.02,0.02,0.02,9.67,0.01,74.3,81.6,77.8,-0.01,-0.01,-0.01
